id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1327050784023021825,P2a Convenient Journal square,15625009,Alexander A,,Ward C (councilmember Richard Boggiano),40.73398,-74.06917,Private room,41,28,0,,,28,357,0,
1327524965844450755,Charming & Humble Home in JC,112062187,Adam,,Ward F (councilmember Jermaine D. Robinson),40.711878694051165,-74.0644166163644,Entire home/apt,101,28,1,2025-04-18,0.44,1,310,1,
1327600554467277993,Cozy 1B1B | PATH | Renovated,130285679,Haiwen,,Ward F (councilmember Jermaine D. Robinson),40.72105,-74.06584,Private room,65,1,8,2025-06-21,8,1,57,8,STR-001304-2025
1327664125574476706,Modern Studio Apartment - 6 Min Walk Train for NYC,404408603,Surender,,Ward C (councilmember Richard Boggiano),40.72728,-74.05904,Entire home/apt,165,2,4,2025-05-26,1.32,8,235,4,Exempt
1327869241510938958,Master Room/Private BR in Shared Apt 20 min to NYC,170400732,Jamie,,Ward C (councilmember Richard Boggiano),40.73727,-74.06347,Private room,107,2,19,2025-06-04,3.52,5,40,19,STR-000001-2024
1328338202225644176,Beautiful NEW 2 Bed 2 Bath!,319005137,Robert,,Ward C (councilmember Richard Boggiano),40.72858,-74.05523,Entire home/apt,203,3,5,2025-06-09,2.17,33,77,5,STR-004619-2024
1328660158743233680,P5a only 10 mins ride,15625009,Alexander A,,Ward C (councilmember Richard Boggiano),40.73194,-74.06785,Private room,41,28,0,,,28,318,0,
1329229340440771956,Room 2 in Shared Apt w Shared BR - 20 mins to NYC,170400732,Jamie,,Ward C (councilmember Richard Boggiano),40.7372687,-74.0634692,Private room,88,2,26,2025-06-08,4.76,5,61,26,STR-000002-2025
1331388326104112857,Basement Retreat-NYC,32768003,Laharika,,Ward C (councilmember Richard Boggiano),40.724227190328094,-74.06430361577777,Entire home/apt,145,3,0,,,3,7,0,STR-000345-2025
1332153024426893051,Casa Sapphire-NYC-Private,32768003,Laharika,,Ward C (councilmember Richard Boggiano),40.72575413373247,-74.06305419672373,Private room,150,1,2,2025-03-30,0.61,3,11,2,STR-000345-2025
1332674530356788685,Large Modern Apt 8 min to PATH + 20 minutes to NYC,170400732,Jamie,,Ward C (councilmember Richard Boggiano),40.73617639369086,-74.06400409361049,Entire home/apt,285,3,3,2025-06-22,0.96,5,165,3,STR-000002-2025
1332848832482404301,Bright&Stylish Room in Jersey City/Easy NYC Access,266139814,Melisa Turgay,,Ward E (councilmember James Solomon),40.718482422855246,-74.04467683923163,Private room,72,28,0,,,5,298,0,
1333005132927271762,Jersey city comfortable stay,389624873,Abdoulaye,,Ward F (councilmember Jermaine D. Robinson),40.715609076877875,-74.0687387429648,Private room,66,1,3,2025-06-01,1.14,2,357,3,Str-001234-2025
1333309973002519099,3 BD w/ Open Kitchen and Patio on bus line to NYC!,585550351,Cody,,Ward D (councilmember Michael Yun),40.75090644081145,-74.04358986494435,Entire home/apt,315,2,12,2025-06-16,2.81,2,166,12,STR-003271-2024
1333525302413174509,Sky High Retreat near NYC W/Rooftop!,120784945,,,Ward F (councilmember Jermaine D. Robinson),40.71011814573652,-74.06726645767212,Entire home/apt,452,1,40,2025-06-13,7.59,1,215,40,STR-006020-2024
1334108442912071317,15 min to NYC with amazing views,37195309,He,,Ward E (councilmember James Solomon),40.71313616284148,-74.04507096287463,Entire home/apt,102,30,0,,,1,301,0,
1335363480709153320,Amazing suite with private bath,515266242,Benjamin,,Ward A (councilmember Denise Ridley),40.70464521971293,-74.09073675752931,Private room,80,28,1,2025-03-08,0.28,3,313,1,
1335825465918854041,Room 1 in Shared Apt w Shared BR - 20 mins to NYC,170400732,Jamie,,Ward C (councilmember Richard Boggiano),40.737591062854015,-74.06451184623786,Private room,79,2,21,2025-06-29,4.04,5,100,21,STR-000003-2025
1336126323049993725,Posh 1 bed 15 min to Manhattan,667290279,Vishnu,,Ward E (councilmember James Solomon),40.72629207172734,-74.0415307640259,Entire home/apt,157,28,0,,,2,336,0,
1336501575827866119,"Hotel-Style – No Host, Private Bath, Managed ID300",28260018,Bp Stays.,,Ward E (councilmember James Solomon),40.724000090420404,-74.0475876179188,Private room,118,3,3,2025-06-18,1.43,59,352,3,Exempt
1336508924072918448,"Hotel-Style– No Host, Professionally Managed ID302",28260018,Bp Stays.,,Ward E (councilmember James Solomon),40.72379523819272,-74.04662838901157,Private room,105,3,8,2025-05-31,1.97,59,361,8,Exempt
1336581159013392880,"Cozy, spacious 1 bed 1 bath",24892483,Valentina,,Ward B (councilmember Mira Prinz-Arey),40.72037,-74.07923,Private room,138,1,0,,,1,364,0,Exempt
1338382526325462082,Large 3 bedroom: NYC at your door!,120876932,Olivia Morgan,,Ward D (councilmember Michael Yun),40.74908433223283,-74.0457158035457,Entire home/apt,266,2,13,2025-06-21,2.73,2,163,13,STR-000464-2025
1338670405707747731,"Bright, Stylish Townhouse Only 10 Min to NYC!",674252020,Gregory,,Ward E (councilmember James Solomon),40.72748155236492,-74.0466694395683,Entire home/apt,530,3,19,2025-07-03,3.90,1,34,19,STR-006196-2024
1339520434981355721,Cozy Studio within 8 min of PATH,130057721,Soufieh,,Ward C (councilmember Richard Boggiano),40.738029366948474,-74.0621457304996,Entire home/apt,125,90,0,,,1,358,0,
1340158389352656493,Have Your Party In Journal Square!,47421606,Dana,,Ward C (councilmember Richard Boggiano),40.72928669438641,-74.05533807869051,Entire home/apt,140,28,0,,,1,270,0,
1341010745857422065,Cozy & Convenient Stay #2C,535892414,Noor,,Ward F (councilmember Jermaine D. Robinson),40.71249581516688,-74.0721392575484,Private room,49,28,0,,,9,317,0,
1341636063034755939,City Oasis - Close to NYC,675039706,Isabelle,,Ward B (councilmember Mira Prinz-Arey),40.721081382124495,-74.07547968836637,Entire home/apt,87,2,18,2025-06-21,4.06,1,238,18,STR-000010-2025
1343507038585774748,Cozy Room w/ Office Space,29003072,Raja,,Ward D (councilmember Michael Yun),40.749531490304854,-74.05370071193767,Private room,,4,0,,,2,0,0,STR-004351-2024
1343716006613419515,Luxury Apartment,655386630,Brian,,Ward E (councilmember James Solomon),40.73385,-74.04527,Entire home/apt,201,2,5,2025-05-19,1.17,1,76,5,STR-000006-2024
1345178934687728673,Cozy apartment 25min midtown NYC,63297307,Anna,,Ward D (councilmember Michael Yun),40.74889311894826,-74.0539163739486,Entire home/apt,117,1,1,2025-06-08,1,6,169,1,STR-000005-2025
1345278425217340188,Chic Pad w/ Beautiful City Views 15 min From NYC,11690147,Marlon,,Ward E (councilmember James Solomon),40.71339580754968,-74.04343031533185,Entire home/apt,283,2,20,2025-06-09,4.80,2,58,20,Exempt
1347927341528465325,True 2-bed - 20 mins to NYC! Luxury Brownstone,38493717,Monica,,Ward F (councilmember Jermaine D. Robinson),40.71741351606985,-74.05200973470781,Entire home/apt,306,1,15,2025-06-01,3.57,6,343,15,STR-001557-2025
1348031755307764324,NEW 3 bed/2 bath  NYC + Rooftop,115060287,Purnima,,Ward D (councilmember Michael Yun),40.75252177552582,-74.0452712822553,Entire home/apt,326,2,12,2025-06-15,2.77,1,187,12,STR-003077-2025
1348590345627550418,Welcoming Private Bedroom Near NYC- LightRail,566737340,West Side,,Ward B (councilmember Mira Prinz-Arey),40.71590880272561,-74.08859186324553,Private room,56,1,3,2025-05-19,0.83,10,34,3,Exempt
1348729197384003838,Newly Renovated Cozy 3BR Modern Home near NYC!,238626755,,,Ward B (councilmember Mira Prinz-Arey),40.72973,-74.08054,Entire home/apt,277,2,17,2025-06-21,3.98,5,191,17,STR-005278-2024
1348816325580572400,"Hotel-Style– No Host, Professionally Managed ID247",28260018,Bp Stays.,,Ward D (councilmember Michael Yun),40.755510065142374,-74.04650779964838,Private room,84,3,8,2025-06-11,1.83,59,359,8,Exempt
1348835641092354913,"Hotel-Style– No Host, Professionally Managed ID301",28260018,Bp Stays.,,Ward E (councilmember James Solomon),40.72208,-74.04891,Private room,107,3,6,2025-06-04,2.20,59,362,6,Exempt
1349533852666754564,"Hotel-Style– No Host, Professionally Managed ID269",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.72000037215112,-74.06841785729702,Private room,63,3,9,2025-05-26,2.29,59,358,9,Exempt
1352613280227544709,Chique Loft 15 Min from NYC with City View & Pool,581613953,Zoheb,,Ward E (councilmember James Solomon),40.731779105465144,-74.04575827997989,Entire home/apt,376,2,7,2025-06-09,3.33,2,150,7,STR-001457-2024
1353120188448287864,Summer Getaway w/ Lots of Space and Game Room!,585550351,Cody,,Ward D (councilmember Michael Yun),40.74373365758874,-74.0481140517993,Entire home/apt,532,2,18,2025-06-18,4.58,2,152,18,STR-003273-2024
1353711645041885299,Convenient Private Room #1687 A,533234561,Tina,,Ward B (councilmember Mira Prinz-Arey),40.72166,-74.08556,Private room,54,30,0,,,2,294,0,
1353732675886756054,Simple Private Room #1687 C,533234561,Tina,,Ward B (councilmember Mira Prinz-Arey),40.72003290967596,-74.086423460416,Private room,56,30,0,,,2,132,0,
1354447311180176172,Apt. in JC Heights with Parking,59540877,Claudio,,Ward D (councilmember Michael Yun),40.74761259437135,-74.04408241728068,Entire home/apt,138,3,9,2025-06-17,3.70,1,218,9,STR-006430-2024
1354463710071863479,"v6 new, 10 min ride to WTC",15625009,Alexander A,,Ward C (councilmember Richard Boggiano),40.72860439274518,-74.06946947047628,Private room,33,28,0,,,28,337,0,
1355848606214714784,Cozy condo just minutes NYC,578188348,Janice,,Ward A (councilmember Denise Ridley),40.71290075480838,-74.095937583503,Entire home/apt,165,28,0,,,1,365,0,
1355872500539532284,Luxury Modern Apt near NYC,494133859,Rekha,,Ward F (councilmember Jermaine D. Robinson),40.72118854816272,-74.06950879230865,Entire home/apt,159,1,4,2025-06-22,1.85,2,356,4,STR-001181-2025
1356055164750447770,Huge 3 Bedroom near NYC-10min Times Square,69301751,Oluwaseun,,Ward D (councilmember Michael Yun),40.74963030292727,-74.04233193817736,Entire home/apt,177,2,10,2025-06-05,2.34,3,194,10,STR-007241-2025
1356113456723311343,Charming Private Room 04 | NYC & EWR Nearby,678727028,Jason,,Ward B (councilmember Mira Prinz-Arey),40.71482048287712,-74.08258065924277,Private room,60,1,2,2025-05-17,1.15,4,356,2,Exempt
1356132907126323549,Chic Urban Retreat,175642571,Jacquelyn,,Ward D (councilmember Michael Yun),40.74895589395619,-74.04327686046535,Entire home/apt,417,3,1,2025-06-10,1,1,90,1,STR-002198-2025
1359362107032520880,Historic Townhouse-14 min to WTC,48959153,Gintare,,Ward E (councilmember James Solomon),40.72402781688681,-74.04495026811752,Entire home/apt,336,3,9,2025-06-21,3.42,1,87,9,STR-006453-2024
1359444283067765632,Quiet NYC Family Stay • Private Parking+Porch,132367564,Islam,,Ward A (councilmember Denise Ridley),40.70230120605502,-74.09502232459347,Entire home/apt,197,2,27,2025-06-30,6.48,1,352,27,STR-006100-2024
1359584840556845644,The View - Cozy New York City Skyline,49717214,Massiel,,Ward C (councilmember Richard Boggiano),40.72567170000001,-74.0656453,Entire home/apt,203,2,9,2025-06-14,2.67,3,2,9,STR-000195-2025
1361100259870646934,"Hotel-Style– No Host, Professionally Managed ID283",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.71742855909843,-74.06777079463342,Private room,65,3,6,2025-06-08,1.55,59,354,6,Exempt
1363846984748837222,Romantic 03 Bedroom Apt.,581614774,Elizabeth,,Ward F (councilmember Jermaine D. Robinson),40.70971105968231,-74.06365964340249,Entire home/apt,180,3,8,2025-06-09,3.43,3,69,8,STR-005388-2024
1364121623402752256,Metro Haven,680840872,Ramy,,Ward F (councilmember Jermaine D. Robinson),40.713888588974626,-74.07587954048769,Entire home/apt,193,28,1,2025-05-26,1,1,365,1,
1364539516749925551,"Hotel-Style– No Host, Professionally Managed ID285",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.71611956546687,-74.06966474597992,Private room,57,3,2,2025-06-05,0.94,59,359,2,Exempt
1364682655898251320,Nyc entire apartment experience,106979335,Lauren,,Ward F (councilmember Jermaine D. Robinson),40.7124393978489,-74.06578363897036,Entire home/apt,124,1,13,2025-06-21,4.87,3,108,13,STR-057321-2024
1366158141344512148,Habitación Junior cerca de NY  en Jersey City,577284619,Merly A,,Ward F (councilmember Jermaine D. Robinson),40.7084004704117,-74.074654016697,Private room,,28,1,2025-05-01,0.55,4,20,1,Exempt
1366166879054389530,Garden apt - steps from NYC.,467067044,Patrick,,Ward F (councilmember Jermaine D. Robinson),40.7183846,-74.0488335,Entire home/apt,197,2,10,2025-06-14,3.66,1,140,10,STR-000296-2025
1366269640465487439,Modern 4BR w/ Yard+Gameroom|PATH+Bus Access to NYC,107939532,Phoebe,,Ward D (councilmember Michael Yun),40.74703824879583,-74.0569949831671,Entire home/apt,395,2,8,2025-06-22,3.75,7,340,8,STR-000589-2025
1366729021615225950,Cozy 1 Fam Home | 10 mins NYC,550513244,Zoraya,,Ward F (councilmember Jermaine D. Robinson),40.70964513951702,-74.07581734352243,Entire home/apt,339,1,7,2025-06-08,3.18,1,322,7,STR-020102-2024
1368870975685185604,Spacious! 3 Bedroom 2 Bath 20 Min to NYC!,663153667,Levana,,Ward B (councilmember Mira Prinz-Arey),40.7284924023583,-74.07615141160035,Entire home/apt,127,2,3,2025-06-02,1.27,9,80,3,STR-100001-2024
1368875558699241820,Cozy 3BR Transit-friendly Home|PATH&Bus|Retro game,107939532,Phoebe,,Ward D (councilmember Michael Yun),40.747360278608674,-74.05600271898379,Entire home/apt,349,2,6,2025-06-05,1.96,7,256,6,STR-000849-2025
1371854066322293538,Journal Square room - 2 blocks away! Room A,215597619,Capri,,Ward C (councilmember Richard Boggiano),40.731489,-74.0691855,Private room,,29,0,,,3,47,0,
1372027453255004473,Jersey new apt,37173868,Denis,,Ward F (councilmember Jermaine D. Robinson),40.72256,-74.07054,Entire home/apt,99,30,0,,,1,263,0,
1372442138098905309,Private Patio |King Bed + Game Room |20 min to NYC,51838917,Crizelda,,Ward D (councilmember Michael Yun),40.74454727973177,-74.04199738124876,Entire home/apt,372,2,16,2025-06-21,4.90,1,226,16,
1372774400297615453,Journal Sqaure room - 2 blocks away! Room B,215597619,Capri,,Ward C (councilmember Richard Boggiano),40.731489,-74.0691855,Private room,,29,0,,,3,169,0,
1374126253489868990,Luxury Retreat| Walk 2 PATH| NYC in Mins | Parking,670405055,Luke,,Ward C (councilmember Richard Boggiano),40.73362003135041,-74.07146364608462,Entire home/apt,226,1,16,2025-06-23,4.90,5,304,16,STR-005925-2024
1374179859570440739,Modern Cozy Studio Apt In JC,191233734,Shenee,,Ward A (councilmember Denise Ridley),40.71314649436327,-74.09423010576813,Entire home/apt,126,2,5,2025-06-17,1.95,1,172,5,Exempt
1374213532871546161,Manhattan Apt in JC/NYC,91382887,Daniel,,Ward F (councilmember Jermaine D. Robinson),40.70964545876046,-74.07131794273262,Entire home/apt,226,3,3,2025-05-19,1.17,6,62,3,Str-012193-2024
1374572542533199411,Classy Condo w Rooftop NYC Views,508414175,Mahdi,,Ward C (councilmember Richard Boggiano),40.73612036310004,-74.0561940108682,Entire home/apt,189,1,12,2025-06-20,3.96,8,351,12,STR-002813-2025
1374915950521199147,Historic Hamilton Park Downtown Jersey City,178348649,Edward,,Ward E (councilmember James Solomon),40.725947,-74.0439403,Entire home/apt,179,28,0,,,1,356,0,
1376156331697491369,"2 Queen Beds, TV's in Bedroom, Path to Manhattan",424296351,Michael,,Ward E (councilmember James Solomon),40.73560984206372,-74.0399625015361,Entire home/apt,129,1,4,2025-06-09,2.26,1,344,4,
1377755184862184574,Location for NYC 1BR- Walkable to Train Station,404408603,Surender,,Ward C (councilmember Richard Boggiano),40.72956092702273,-74.06205944729703,Entire home/apt,180,2,3,2025-05-30,1.25,8,140,3,Exempt
1378115987432045942,Modern & Cozy 5 Bedroom Home,473437724,Sudahna,,Ward A (councilmember Denise Ridley),40.69793751931473,-74.09096782234292,Entire home/apt,297,28,0,,,1,89,0,
1378539287719681251,Urban Oasis | Stylish Getaway to NYC w/ Parking,596609922,Rakeshkumar,,Ward D (councilmember Michael Yun),40.755810966236936,-74.05032634472437,Entire home/apt,231,1,26,2025-06-30,7.50,3,301,26,Exempt
1379523260914759836,Stylish in Trendy Neighborhood 4.3 Miles NYC,8713716,Juan & April,,Ward D (councilmember Michael Yun),40.75103803881016,-74.04839902585928,Entire home/apt,117,2,5,2025-06-08,1.72,4,356,5,STR-001001-2025
1381158358070889476,SpaciousHome withBackyard BBQ nearNYCfor 18 people,559878177,Ying,,Ward C (councilmember Richard Boggiano),40.7378076,-74.0533,Entire home/apt,1140,1,0,,,5,362,0,STR-001256-2025
1381299842172617427,The Square Grid/2 ppl- Easy commute/ Pet Friendly,17264099,Amgad,,Ward B (councilmember Mira Prinz-Arey),40.72272152253609,-74.07138563641604,Entire home/apt,113,28,0,,,5,324,0,
1381555675866459272,Modern Luxury Condo +  Roof Deck | 15 Mins to NYC,15739455,Natalie,,Ward B (councilmember Mira Prinz-Arey),40.736249,-74.0732869,Entire home/apt,259,28,1,2025-06-08,1,1,245,1,
1381925316896102743,Bright & Cozy 3BR/2BATH • 4 miles to Manhattan,19311211,Bayley,,Ward D (councilmember Michael Yun),40.74586108914524,-74.04495300171365,Entire home/apt,323,2,15,2025-06-18,5.36,1,21,15,STR-003355-2024
1383283104936096557,"JC Gem, 3 min walk from HBLR",500757883,Thomas,,Ward F (councilmember Jermaine D. Robinson),40.71085325892853,-74.08162388032117,Entire home/apt,129,29,0,,,1,358,0,
1383763129009264163,"Furnished Room B, minutes to NYC / EWR",276418384,Anand,,Ward D (councilmember Michael Yun),40.7552452,-74.0503067,Private room,51,31,0,,,4,235,0,
1384116475532006502,"Vick-torian- Easy commute, 7ppl & Pet friendly",17264099,Amgad,,Ward B (councilmember Mira Prinz-Arey),40.71650339729941,-74.08230845445573,Entire home/apt,176,28,0,,,5,365,0,
1384190059067283778,"The Ed- Easy commute to NYC, 8ppl/ Pet Friendly",17264099,Amgad,,Ward B (councilmember Mira Prinz-Arey),40.71666137121436,-74.08250391908177,Entire home/apt,160,28,0,,,5,353,0,
1384211562568924306,Charming 2 Bedroom/1 Bath Apartment!,319005137,Robert,,Ward E (councilmember James Solomon),40.72361,-74.04614,Entire home/apt,199,3,1,2025-04-09,0.39,33,90,1,STR-004619-2024
1384333057808274620,Luxury 2BR| 4 Beds | Mins from NYC |  Rooftop View,67640163,Marcel,,Ward C (councilmember Richard Boggiano),40.73367471221409,-74.07016356128361,Entire home/apt,178,1,18,2025-06-15,6.59,5,326,18,STR-006396-2024
1384366719171066938,Luxe 2BR| Rooftop View|4 Beds|Steps from NYC train,67640163,Marcel,,Ward C (councilmember Richard Boggiano),40.731858600828915,-74.06861148928228,Entire home/apt,178,1,16,2025-06-13,6.00,5,320,16,STR-006396-2024
1384685378708725846,Duplex on Bergen Lafayette (Wknd Vacancy),43673554,Christian W.,,Ward B (councilmember Mira Prinz-Arey),40.718606500047635,-74.07616601278771,Entire home/apt,170,2,0,,,6,345,0,Exempt
1384818510120830803,Urban Oasis | Jersey City | Medium Term Rental,30495033,Nana,,Ward F (councilmember Jermaine D. Robinson),40.71985868662606,-74.06874681730869,Entire home/apt,170,28,0,,,3,311,0,
1385254404262640707,Private Room in Trendy Downtown JC | Walk to PATH!,266139814,Melisa Turgay,,Ward E (councilmember James Solomon),40.7179496,-74.0441599,Private room,68,28,0,,,5,301,0,
1385271221729487059,Modern Private Room | 10 Min to Manhattan!,266139814,Melisa Turgay,,Ward E (councilmember James Solomon),40.7179496,-74.0441599,Private room,64,28,0,,,5,329,0,
1385438710211549731,Fully furnished! Minutes to NYC,276418384,Anand,,Ward D (councilmember Michael Yun),40.75433605417724,-74.04910763234197,Private room,50,29,0,,,4,336,0,
1385756436900331005,"Private, modern, walkable one bedroom apt near NYC",119112513,Tanya,,Ward F (councilmember Jermaine D. Robinson),40.70729056333066,-74.0761126709294,Entire home/apt,117,1,10,2025-06-14,9.09,1,304,10,STR-000000-2025
1386006502259829419,Private Room in Trendy Downtown JC | Walk to PATH,266139814,Melisa Turgay,,Ward E (councilmember James Solomon),40.7179496,-74.0441599,Private room,78,28,0,,,5,296,0,
1386402112437311550,NEW 3flr 6BR/5BA w/Parking+Rooftop+Yard near NYC!,232006249,Kimberly,,Ward B (councilmember Mira Prinz-Arey),40.727739739545484,-74.07933411135234,Entire home/apt,1099,4,0,,,4,252,0,STR-000418-2025
1386419591490960864,"Hotel-Style– No Host, Professionally Managed ID292",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.7146797,-74.0741303,Private room,65,3,4,2025-05-28,2.93,59,342,4,Exempt
1386462239806526170,"10 mins from NYC, Modern Jersey City Townhome",33426122,City Hosting,,Ward F (councilmember Jermaine D. Robinson),40.717036913222366,-74.07070670420308,Entire home/apt,165,1,6,2025-05-26,2.28,2,109,6,STR-011376-2025
1386652159382322601,Spacious & Bright Room | Steps from Train to NYC,266139814,Melisa Turgay,,Ward E (councilmember James Solomon),40.7179496,-74.0441599,Private room,88,28,0,,,5,326,0,
1386741055324638415,Luxe Couples Getaway Mins to NYC,654310078,Earthie,,Ward A (councilmember Denise Ridley),40.69170640104671,-74.09100239199228,Entire home/apt,251,2,2,2025-06-19,2,2,310,2,STR-005771-2024
1386976417323300740,Modern Cozy 3BR Skylight FREE Parking mins to NYC!,238626755,,,Ward D (councilmember Michael Yun),40.75626097203125,-74.04804883899341,Entire home/apt,412,2,9,2025-06-20,3.18,5,306,9,STR-006320-2024
1387913024589732552,VAN VORST HOUSE - Top Floor 1B Apt 20 Mins to NYC,48811143,Sunny,,Ward F (councilmember Jermaine D. Robinson),40.71843,-74.04865,Entire home/apt,,28,0,,,5,274,0,
1388079263354528116,Nice 1 bd apt near path station,598806126,Alina,,Ward E (councilmember James Solomon),40.72177592668314,-74.03759852877272,Entire home/apt,250,1,0,,,2,266,0,Exempt
1388489321132332018,Quintessential city apartment!,269818817,Mark,,Ward D (councilmember Michael Yun),40.74836571269503,-74.04882192121123,Entire home/apt,333,4,3,2025-06-08,2.43,2,340,3,STR-003342-2025
1389253522709529662,Spacious Family Home by NYC,38078874,Sammi (Xiao),,Ward F (councilmember Jermaine D. Robinson),40.713658207423215,-74.07895953144646,Entire home/apt,178,1,5,2025-06-06,2.46,4,56,5,STR-005875-2024
1390630861779883057,8 Mi to NYC: Pet-Friendly Apt in Jersey City!,121680792,Evolve,,Ward A (councilmember Denise Ridley),40.6994252,-74.0929635,Entire home/apt,92,30,0,,,8,264,0,
1390913210188427199,The Heights JC near NYC 2BR+2bath+1 Divide-Room,8713716,Juan & April,,Ward D (councilmember Michael Yun),40.75043567877794,-74.04774560446631,Entire home/apt,119,2,1,2025-06-02,1,4,269,1,STR-001000-2025
1390978839476001476,Hermosa habitación,677611036,Esmeralda,,Ward D (councilmember Michael Yun),40.7476669118358,-74.05989702790976,Private room,56,29,0,,,1,89,0,
1391403798339208772,Brand new studio Jersey City,483610475,Yuliia,,Ward D (councilmember Michael Yun),40.751293474015526,-74.04609031737243,Entire home/apt,84,28,0,,,1,84,0,
1391580170936006211,Modern/Big Spacious/near JSQ/NYC,421638071,Imtiaz,,Ward B (councilmember Mira Prinz-Arey),40.73177363132206,-74.07619202641973,Entire home/apt,248,1,0,,,1,176,0,STR-000867-2025
1392279400128754595,The Nook: Sunny Top 3 Bed - 15min to PATH,20211429,Wenda,,Ward F (councilmember Jermaine D. Robinson),40.72209,-74.06467,Entire home/apt,178,1,8,2025-06-09,3.93,2,215,8,STR-006294-2024
1393056186856851282,NEW! Modern Luxe 3BR/2B Jersey City Dream Sleeps 9,655027909,Kayla,,Ward D (councilmember Michael Yun),40.74838,-74.05655,Entire home/apt,260,2,1,2025-06-22,1,2,353,1,STR-008699-2024
1393454022833214629,"1A 900+ reviews, Big room, 10 mins ride to NYC",1513389,Lik,,Ward B (councilmember Mira Prinz-Arey),40.728727846251324,-74.07084374046886,Private room,85,5,0,,,5,365,0,Exempt
1393498077845741561,Sunny Get away,69065057,Michael,,Ward F (councilmember Jermaine D. Robinson),40.713651876136275,-74.07898801350984,Private room,,30,0,,,1,58,0,
1393520670392374240,"CASA 311 ! Welcome Home 
Private Parking Included",688468571,Michael,,Ward E (councilmember James Solomon),40.7241282,-74.0480189,Entire home/apt,,2,13,2025-06-18,6.61,1,280,13,STR-001628-2025
1394398465672082499,Stylish room/attach bath/  easy to NYC/path /park,98240103,Julio,,Ward C (councilmember Richard Boggiano),40.74017665812627,-74.05077662447087,Private room,91,1,3,2025-06-12,2.65,21,210,3,Exempt
1395175912168336370,"10 mins from NYC, Modern Jersey City 2nd Fl Unit",33426122,City Hosting,,Ward F (councilmember Jermaine D. Robinson),40.71484,-74.07146,Entire home/apt,115,1,5,2025-06-08,2.08,2,124,5,STR-021377-2024
1395608124244365498,Private Room easily accessible to NYC,183350093,Tommy,,Ward D (councilmember Michael Yun),40.74346092994056,-74.04577411603526,Private room,61,1,7,2025-06-08,2.88,12,215,7,STR-202465-2025
1395865456318455401,"Hotel-Style– No Host, Professionally Managed ID265",28260018,Bp Stays.,,Ward F (councilmember Jermaine D. Robinson),40.7202163,-74.06785459999999,Private room,59,3,7,2025-06-01,3.23,59,359,7,Exempt
1396299829121941355,NEW! Renovated 1 BR apartment ~ close to NYC & EWR,422898729,Daniel,,Ward F (councilmember Jermaine D. Robinson),40.7119805846197,-74.07916488926864,Entire home/apt,80,28,0,,,1,249,0,
1396466629166390870,Modern Luxe 2BR | King Suite | Easy trip to NYC!,553171407,Carson,,Ward C (councilmember Richard Boggiano),40.73883,-74.0463,Entire home/apt,165,1,10,2025-06-08,4.92,1,246,10,STR-032725-2025
1396707376430552987,Park facing quick access to NYC,15102312,Purvin,,Ward E (councilmember James Solomon),40.72864,-74.04375,Entire home/apt,136,28,0,,,2,324,0,
1397965344567360779,"3R 900+ reviews, Big room, 10 mins ride to NYC",1513389,Lik,,Ward C (councilmember Richard Boggiano),40.72975434726941,-74.07076077514945,Private room,69,5,0,,,5,364,0,Exempt
1398574099355269486,Amazing Rooftop Views of NYC & FREE Parking,689786263,Karimot,,Ward F (councilmember Jermaine D. Robinson),40.705470429331164,-74.07388376038988,Entire home/apt,247,2,4,2025-06-02,1.82,2,306,4,STR-005151-2024
1398668355860768671,"3L 900+ reviews, Big room, 10 mins ride to NYC",1513389,Lik,,Ward B (councilmember Mira Prinz-Arey),40.72972020229295,-74.07181834373038,Private room,68,5,1,2025-06-08,1,5,358,1,Exempt
1399262312084313525,Sunny & Spacious Apt; Train to NYC,36755023,Kelvin,,Ward A (councilmember Denise Ridley),40.69028,-74.09168,Entire home/apt,255,2,0,,,2,335,0,STR-003331-2025
1399353433021282410,Amazing views of NYC Near NYC,689786263,Karimot,,Ward F (councilmember Jermaine D. Robinson),40.70493333435742,-74.07382265414621,Entire home/apt,226,2,4,2025-06-12,2.61,2,352,4,STR-005151-2024
1399995424792253099,Private Room in the Heights-Easy access to NYC,183350093,Tommy,,Ward D (councilmember Michael Yun),40.74314512302024,-74.04507944372561,Private room,54,1,6,2025-06-03,2.65,12,259,6,STR-202650-2025
1400198233441353439,Room in elegant apartment in JC,24939177,,,Ward E (councilmember James Solomon),40.710994247238006,-74.03912586606177,Private room,92,28,0,,,1,319,0,
1400481815616495878,"Blueground | Van Vorst, AC, w/d, nr Liberty Park",107434423,Blueground,,Ward E (councilmember James Solomon),40.7178777,-74.04466169999999,Entire home/apt,415,31,0,,,17,346,0,
1400605401466732217,Charming Private Room 06 | NYC & EWR Nearby,678727028,Jason,,Ward B (councilmember Mira Prinz-Arey),40.71451017204056,-74.08182824079792,Private room,64,1,0,,,4,354,0,Exempt
