id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
40149989,2 bedroom-sleeps 7- 15 minutes to New York City,196804976,Hassan,,Ward A (councilmember Denise Ridley),40.69975,-74.08583,Entire home/apt,111,28,42,2025-04-28,0.63,1,281,9,STR-001166-2025
40203994,Lovely room for rent with shared bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.73076361832041,-74.05875753423172,Private room,85,1,119,2025-05-23,1.76,21,138,44,Exempt
40284675,Breathtaking Urban Gem w/Backyard & Parking,17032715,Denis,,Ward D (councilmember Michael Yun),40.74537,-74.05184,Entire home/apt,163,28,28,2025-05-17,0.42,6,105,6,
40351313,Clean Luxury Home 13Mins To NYC Manhattan/Backyard,67326713,Emmanuel,,Ward D (councilmember Michael Yun),40.74839,-74.04248,Entire home/apt,655,2,198,2025-06-22,2.92,1,194,45,STR-002199-2025
40374359,Superb Urban Apartment w/Parking,17032715,Denis,,Ward D (councilmember Michael Yun),40.74465,-74.05337,Entire home/apt,163,28,36,2025-05-31,0.54,6,132,5,
40430742,Renovated 1 bedroom Apartment/WIFI/close to NYC,6958867,Gennadiy,,Ward F (councilmember Jermaine D. Robinson),40.712,-74.07898,Entire home/apt,81,28,33,2025-05-31,0.49,36,57,4,
40446418,Hamilton House JC 2BR–10 Min to NYC via Subway,312887184,Amy,,Ward E (councilmember James Solomon),40.72724,-74.04807,Entire home/apt,182,2,133,2025-06-09,1.95,2,253,33,STR-2024-04954
40446639,Renovated Bright Private room/WIFI/close to NYC,6958867,Gennadiy,,Ward F (councilmember Jermaine D. Robinson),40.7121,-74.07893,Private room,48,28,35,2024-12-24,0.52,36,63,3,
40509878,Spacious 3 Bedroom House (Fully Furnished),305741384,Jayshreeben Sureshchandra,,Ward C (councilmember Richard Boggiano),40.73639,-74.06448,Entire home/apt,350,28,27,2024-12-28,0.55,1,365,7,
40514195,Renovated house New kitchen/bathroom TV WIFI by NY,1410306,Eugene,,Ward F (councilmember Jermaine D. Robinson),40.71327,-74.07799,Private room,40,28,34,2025-03-31,0.50,31,192,3,
40533520,"Room by transport WI-FI, Desk 30 min to NYc",1410306,Eugene,,Ward F (councilmember Jermaine D. Robinson),40.71369,-74.07713,Private room,34,28,21,2025-05-12,0.31,31,50,3,
40539410,Large Bright room New house WIFI TV min to NYc,1410306,Eugene,,Ward F (councilmember Jermaine D. Robinson),40.71403,-74.07923,Private room,44,28,26,2025-04-13,0.39,31,38,5,
40619399,Striking Modern Luxury appeal w/old world charm,17032715,Denis,,Ward D (councilmember Michael Yun),40.74509,-74.05137,Entire home/apt,163,28,25,2025-03-31,0.37,6,82,5,
40657449,Riverhouse Browstone with Terrace- Circa 1872,289562865,Gotay Group,,Ward E (councilmember James Solomon),40.71645,-74.04279,Entire home/apt,401,2,69,2025-05-26,1.03,1,149,12,STR-005269-2024
40885483,Private Urban Oasis w/ Backyard / 15 min to NYC,52889477,Andrene,,Ward D (councilmember Michael Yun),40.7464,-74.04301,Entire home/apt,160,2,240,2025-06-08,3.68,1,92,25,STR-2024-05593
41352530,Yellow Door House- 30mins from NYC ! with parking,201947793,Pratik,,Ward C (councilmember Richard Boggiano),40.73114651372225,-74.0716091777861,Entire home/apt,235,3,17,2025-06-15,3.95,1,228,17,STR-001940-2025
41506534,Charming Jersey City Height Home,20174172,Jimmy,,Ward D (councilmember Michael Yun),40.75232,-74.04578,Private room,90,28,19,2025-05-27,1.18,1,157,18,
41665951,"Modern Sunny 3 bed 2 bath, 15 mins to downtown NYC",141607065,Tara,,Ward A (councilmember Denise Ridley),40.69789,-74.0874,Entire home/apt,260,2,146,2025-06-15,2.75,1,106,22,STR-004380-2024
42075992,"Newly renovated, Clean & Close to NYC",50292858,Chelsea,,Ward D (councilmember Michael Yun),40.74537,-74.05142,Private room,55,1,242,2025-06-11,3.70,1,171,54,STR-001478-2023
42631516,Spacious & Bright Boho Vibes City Retreat Near NYC,2838617,Shakti,,Ward D (councilmember Michael Yun),40.74194,-74.04586,Private room,57,28,58,2024-12-29,0.90,3,32,19,
42671875,"Modern 2 Bedroom, Wood Floors, W/D, Minutes to NYC",915721,Raymond Ariel,,Ward F (councilmember Jermaine D. Robinson),40.71096,-74.07127,Entire home/apt,100,90,1,2023-12-31,0.06,2,356,0,
42683148,Big Room in Jersey City!!** Long-term Stay**,274604030,Mario,,Ward D (councilmember Michael Yun),40.74562,-74.05115,Private room,,180,5,2024-08-31,0.11,18,77,1,
42928639,"160 ""3S"" Private room/Renovated/WIFI/mintes to NYC",6958867,Gennadiy,,Ward D (councilmember Michael Yun),40.75118,-74.04893,Private room,43,28,14,2025-06-07,0.25,36,85,6,Exempt
43015524,Gaby’s place 2,140526192,Geyby,,Ward B (councilmember Mira Prinz-Arey),40.71929,-74.07921,Private room,,28,28,2025-03-19,0.44,3,0,24,
43216561,Sunny private cozy room,49357921,Ying,,Ward A (councilmember Denise Ridley),40.69344,-74.08828,Private room,51,30,11,2024-08-01,0.18,11,154,1,
43275558,Gorgeous 2 BR/1 BA Apt- Minutes to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.7216,-74.0463,Entire home/apt,250,3,37,2025-06-22,0.59,33,90,19,STR-004619-2024
43496148,Modern 1BR Apt | Pool | Perfect for Travel Nurses,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,,28,2,2020-12-05,0.03,37,355,0,
43496231,Charming 1BR | Steps from PATH/ Easy Access to NYC,30283594,Global Luxury Suites,,Ward E (councilmember James Solomon),40.724545,-74.03591,Entire home/apt,,28,1,2020-11-30,0.02,37,365,0,
43546737,*Free Parking* Spacious Home By NYC,38078874,Sammi (Xiao),,Ward F (councilmember Jermaine D. Robinson),40.71526,-74.0772,Entire home/apt,336,2,240,2025-05-25,3.92,4,167,4,STR-005875-2024
44162404,NYC Gateway - Studio 5 mins to Holland Tunnel,17590911,Sammy,,Ward C (councilmember Richard Boggiano),40.73667,-74.05214,Entire home/apt,124,4,47,2024-12-31,0.90,1,338,14,Exempt
44178226,"Large 4 BR, 2.5 bath, fits 16, 2min from NY train",265898347,Alex,,Ward A (councilmember Denise Ridley),40.69205,-74.08961,Entire home/apt,620,2,33,2025-06-30,0.55,2,315,31,Str-002201-2024
44230903,1BR apartment with Manhattan view,354116957,Kinjal,,Ward E (councilmember James Solomon),40.71856,-74.03857,Entire home/apt,169,29,10,2025-02-13,0.17,1,172,1,
44248807,Large 4BR (sleeps 16) 30min to Manhattan,265898347,Alex,,Ward A (councilmember Denise Ridley),40.69374,-74.08928,Entire home/apt,505,30,7,2025-06-20,1.02,2,365,7,str-002201-2024
44392208,"Sunny Urban Retreat, Just 10 Minutes to NYC",203121906,Zack,,Ward C (councilmember Richard Boggiano),40.73141,-74.05646,Private room,38,28,7,2025-05-09,0.12,8,225,2,
44424842,Modern Garden Apartment 30mins from NYC,19786530,Stanislav,,Ward D (councilmember Michael Yun),40.74559,-74.05972,Entire home/apt,116,28,53,2025-05-11,1.04,3,324,10,
44494860,Lavish 3BR Retreat w Private Rooftop Deck Near NYC,24592423,Harmony,,Ward D (councilmember Michael Yun),40.74109,-74.04331,Entire home/apt,372,1,59,2025-05-25,1.10,1,315,5,
44912942,"Lala Loft/The Heights, JC",253288443,Mena,,Ward D (councilmember Michael Yun),40.74928,-74.05169,Private room,102,1,217,2025-06-23,4.30,2,79,80,STR-005441-2024
45050146,"Downtown Jersey city, Room",363118036,Jesus Alexis,,Ward E (councilmember James Solomon),40.72078,-74.04501,Private room,46,28,35,2025-05-31,0.60,2,183,5,
45138005,Upscale 1 bd apartment city views near Manhattan,364367885,Cozy Home,,Ward E (councilmember James Solomon),40.72778,-74.0394,Entire home/apt,201,30,0,,,3,329,0,
45204717,203 private room - 10 mins Ride to Manhattan.,189095873,M,,Ward C (councilmember Richard Boggiano),40.73353,-74.06674,Private room,62,5,7,2025-05-15,0.15,5,365,2,Exempt
45252920,201- 10 mins to NYC Private room shared bath,1513389,Lik,,Ward C (councilmember Richard Boggiano),40.733347583263644,-74.0676257223794,Private room,82,5,10,2025-05-29,0.32,5,3,4,Exempt
45491753,Studio in Best Neighborhood of Jersey City,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71924,-74.0412,Entire home/apt,195,30,3,2024-12-07,0.06,26,310,1,
45491935,"One Bed in Jersey City, Luxury Building Amenities",22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71846,-74.0416,Entire home/apt,245,30,1,2021-05-10,0.02,26,309,0,
45491939,NYC Inspired Apt 20 MIN Times Square with Parking!,91382887,Daniel,,Ward C (councilmember Richard Boggiano),40.73461,-74.05377,Entire home/apt,140,28,46,2025-01-07,0.80,6,203,9,
45492066,"Charming 1 Bedroom, 20-Min Train to Midtown NYC",22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.72013,-74.04162,Entire home/apt,240,30,0,,,26,351,0,
45492118,1 Bedroom steps from Grove St PATH Train to NYC,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.72019,-74.04293,Entire home/apt,240,30,0,,,26,344,0,
45609107,"3 Bed 2 Bath near PATH train-NYC, Parking",368645108,Ryan,,Ward C (councilmember Richard Boggiano),40.72669,-74.05919,Entire home/apt,,28,86,2025-01-20,1.55,2,0,25,
45638179,Cozy urban home near NYC,369688169,Geraldine,,Ward B (councilmember Mira Prinz-Arey),40.71769,-74.08768,Entire home/apt,159,2,98,2025-06-23,1.74,1,246,32,STR-001157-2025
45668385,Relaxing Sunny Room - 10min to NYC,203121906,Zack,,Ward C (councilmember Richard Boggiano),40.7329,-74.05526,Private room,78,29,4,2025-03-26,0.07,8,187,1,
45688844,Inspiring 2 Bedroom 20 to Times Square w parking!!,91382887,Daniel,,Ward C (councilmember Richard Boggiano),40.73443,-74.0531,Entire home/apt,133,28,49,2024-12-31,0.86,6,262,9,
45698066,45 min to Manhattan Private Room #3,33102452,Yoshi,,Ward B (councilmember Mira Prinz-Arey),40.72168,-74.08419,Private room,48,1,25,2025-06-17,0.44,2,54,10,STR-005908-2024
45713940,"4 BR, 2 baths.  Parking. NYC/20min away",50155547,Edwin,,Ward F (councilmember Jermaine D. Robinson),40.71753,-74.07412,Entire home/apt,300,3,61,2025-04-28,1.07,2,62,19,STR-005463-2024
45754267,Private 1 bedroom/WIFI/JSQ PATH Train 5 min walk,1410306,Eugene,,Ward C (councilmember Richard Boggiano),40.7289,-74.06599,Entire home/apt,93,28,29,2025-05-23,0.51,31,20,7,Exempt
45770573,"72 ""4"" Huge Private Room/WIFI/Working desk/LT Rail",6958867,Gennadiy,,Ward F (councilmember Jermaine D. Robinson),40.71253,-74.07728,Private room,48,28,15,2025-05-01,0.26,36,92,4,Exempt
45805451,"02 Flat Lux 10 Qbeds, 4 Fbaths, parking, 20 guests",322917818,Liz,,Ward F (councilmember Jermaine D. Robinson),40.71739,-74.07519,Entire home/apt,592,3,39,2025-06-08,0.75,1,49,9,STR-005463-2024
45805471,"4 BR , 2 baths. Parking. 20min to NYC",50155547,Edwin,,Ward F (councilmember Jermaine D. Robinson),40.71767,-74.07551,Entire home/apt,300,3,56,2025-06-05,1.01,2,53,11,STR-005462-2025
45857870,"Apartment, Downtown Jersey City",363118036,Jesus Alexis,,Ward E (councilmember James Solomon),40.72184,-74.04512,Entire home/apt,147,28,1,2024-12-30,0.17,2,336,1,
45926100,New Modern brownstone apartment nearby NYC,3172899,Hope,,Ward F (councilmember Jermaine D. Robinson),40.71889,-74.0699,Entire home/apt,117,28,14,2025-05-01,0.31,1,327,5,Exempt
46066852,Renovated large 2 bdrs 2 bths   condo 20min to NYC,98240103,Julio,,Ward D (councilmember Michael Yun),40.75054,-74.05515,Entire home/apt,200,90,9,2023-06-09,0.16,21,365,0,
46143648,The Bergen,255326838,Anthony,,Ward B (councilmember Mira Prinz-Arey),40.71737,-74.078,Entire home/apt,266,1,63,2023-07-30,1.12,2,174,0,Exempt
46326757,Modern 1 Bedroom Steps from PATH Train to NYC,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71913,-74.0428,Entire home/apt,245,30,0,,,26,308,0,
46336681,Private 1BR in heart of downtown Jersey City,155165892,JC Airbnb,,Ward E (councilmember James Solomon),40.72456,-74.04499,Entire home/apt,211,3,192,2025-06-08,3.42,1,40,38,Exempt
46866467,"Modern Cozy Studio, Steps from PATH Train Station",22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.72081,-74.0429,Entire home/apt,200,30,0,,,26,264,0,
47052654,1 Bedroom in Jersey City with Luxury Amenities,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.72014,-74.04308,Entire home/apt,240,30,0,,,26,352,0,
47052672,Beautiful 1 Bedroom near Grove Street PATH Plaza,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71915,-74.04128,Entire home/apt,250,30,0,,,26,309,0,
47111933,Spacious 2 BD/ 2 BA- Minutes to NYC!,319005137,Robert,,Ward E (councilmember James Solomon),40.72468,-74.04659,Entire home/apt,,3,6,2024-09-23,0.12,33,0,2,STR-004619-2024
47270123,Cozy Condo,380795363,Robina Christa Belakane,,Ward E (councilmember James Solomon),40.72357,-74.05198,Entire home/apt,165,2,130,2025-06-20,2.50,4,258,23,Exempt
47427924,Cozy 2BR Garden Suite w/ Patio | Near NYC & DT JC,684904,Jenn,,Ward C (councilmember Richard Boggiano),40.72218,-74.05667,Entire home/apt,150,28,12,2025-03-07,0.27,1,232,3,
47545533,Luxury Furnished Condo Room + Private Bathroom,138050088,Manuel,,Ward C (councilmember Richard Boggiano),40.73815,-74.06723,Private room,60,180,0,,,1,192,0,
47841918,Jersey City Heights Apt. 1,252170589,Casimira,,Ward D (councilmember Michael Yun),40.7472,-74.05319,Entire home/apt,98,1,255,2025-05-31,4.75,2,106,47,STR-005514-2024
47924556,BigRemodel Private 1 Bedroom WIFI PC Desk TV 15 NY,1410306,Eugene,,Ward C (councilmember Richard Boggiano),40.72927,-74.06658,Entire home/apt,,28,17,2024-12-15,0.33,31,12,2,
47933074,Studio in the Heart of Downtown Jersey City,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.7187,-74.04279,Entire home/apt,195,30,1,2022-10-15,0.03,26,357,0,
47953186,Cozy Apartment 25 Mins to NYC,386489995,Maya,,Ward F (councilmember Jermaine D. Robinson),40.71599,-74.06959,Entire home/apt,120,4,36,2025-06-22,1.32,1,263,21,STR-2024-00015
48048275,Cozy 2BR  2BA Apartment Close to NYC,122177964,Henry & JC,,Ward C (councilmember Richard Boggiano),40.73506,-74.05585,Entire home/apt,127,29,0,,,1,234,0,
48066207,Luxury 1BR Sanctuary in Prime Jersey City Spot,6252581,Sagar,,Ward E (councilmember James Solomon),40.72569,-74.04243,Entire home/apt,154,28,13,2024-12-27,0.25,1,283,1,
48301694,Entire Apartment - 1 Bedroom Urban Oasis,149881167,Kathleen,,Ward E (councilmember James Solomon),40.7213,-74.04469,Entire home/apt,,28,13,2024-08-09,0.27,1,0,1,
48304820,Lovely one bedroom In Jersey city,353088622,Moe,,Ward B (councilmember Mira Prinz-Arey),40.72692,-74.07312,Entire home/apt,106,28,0,,,1,263,0,
48774450,Ingenious modular Work&Rest Path commuters comfort,17032715,Denis,,Ward C (councilmember Richard Boggiano),40.72859,-74.06975,Entire home/apt,123,165,1,2021-04-27,0.02,6,364,0,
48805572,Modern 1 Bedroom Near Grove Street PATH,22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71866,-74.04084,Entire home/apt,240,30,0,,,26,350,0,
48805620,"Jersey City Studio, 20-Min PATH Train Ride to NYC",22541573,Furnished Quarters,,Ward E (councilmember James Solomon),40.71924,-74.04086,Entire home/apt,195,30,0,,,26,304,0,
48840748,10 BR 6 Bathroom Duplex 15mins to NYC w/ Parking,137130688,Leo,,Ward F (councilmember Jermaine D. Robinson),40.7108,-74.074,Entire home/apt,729,3,8,2025-05-23,0.16,3,333,1,STR-2024-02842
49052823,Comfortable Room for Longterm Stay* Easy Parking*,274604030,Mario,,Ward D (councilmember Michael Yun),40.75854,-74.05211,Private room,,30,1,2024-07-20,0.09,18,202,1,
49184875,Cozy & Spacious Room for Long-term Stay*,274604030,Mario,,Ward D (councilmember Michael Yun),40.75825,-74.05353,Private room,55,60,3,2025-02-01,0.13,18,263,1,
49516165,Garden Apartment in Downtown Jersey City,4184365,Karina,,Ward E (councilmember James Solomon),40.719322,-74.044212,Entire home/apt,,28,103,2025-04-21,2.53,1,7,27,
49520777,(B6) 3-5min walk to PATH train,15625009,Alexander A,,Ward C (councilmember Richard Boggiano),40.73084,-74.05599,Private room,42,28,9,2024-06-08,0.18,28,277,0,
49533796,"°•COZY/ Spacious BR•°
8minWalk》Train st
20mins》WTC",267939835,Kay,,Ward B (councilmember Mira Prinz-Arey),40.72943115234375,-74.07047271728516,Private room,79,28,62,2025-01-01,1.23,3,89,9,
49590304,Spacious Jersey City apt with private balcony,20222147,Phyl,,Ward F (councilmember Jermaine D. Robinson),40.7091,-74.07621,Entire home/apt,134,3,29,2025-05-21,0.61,1,41,7,Exempt
49656902,"Vibrant 2 bedroom w deck & parking, 20 min to NYC!",63297307,Anna,,Ward D (councilmember Michael Yun),40.74991,-74.04238,Entire home/apt,209,1,61,2024-09-01,1.27,6,171,3,STR-000002-2025
49738116,Huge And Cozy Room For Long-term Rent,274604030,Mario,,Ward D (councilmember Michael Yun),40.75693,-74.05158,Private room,55,58,5,2024-08-24,0.20,18,161,2,
49756430,"Fresh new 1 B/D 1 Bath apt, W/D 25 min time to NYC",401276090,Anna,,Ward D (councilmember Michael Yun),40.7453,-74.05517,Entire home/apt,138,1,130,2025-05-10,2.63,1,180,24,STR-000004-2025
49792802,"New JC Condo - 2BR, 2Bath, 1 Sofa bed, Backyard",105797011,Joseph,,Ward C (councilmember Richard Boggiano),40.73545,-74.05329,Entire home/apt,132,2,131,2025-06-07,2.65,2,186,41,STR-005545-2024
49858908,"Spacious Private Room, Only 10 Minutes to NYC",203121906,Zack,,Ward C (councilmember Richard Boggiano),40.73205,-74.05684,Private room,39,28,12,2025-05-31,0.24,8,310,5,
50021372,Spacious & Comfortable Room For Long-term Stay**,274604030,Mario,,Ward D (councilmember Michael Yun),40.75743,-74.05309,Private room,54,120,9,2025-01-29,0.20,18,215,2,
50023623,Lovely Downtown JC Apartment Steps to PATH Train!,2549076,Miz,,Ward E (councilmember James Solomon),40.71967,-74.04224,Entire home/apt,200,30,4,2025-04-30,0.14,9,138,1,
50264726,Cheerful and affordable bedroom  close to NYC,1410590,Magdalena,,Ward F (councilmember Jermaine D. Robinson),40.71048,-74.06717,Private room,41,28,9,2024-11-12,0.29,10,363,3,
50312486,Nice Private Apartment/WIFI/5 min walk Path Train,6958867,Gennadiy,,Ward C (councilmember Richard Boggiano),40.72792,-74.06601,Entire home/apt,,28,22,2025-06-01,0.47,36,26,3,
50312859,Downtown Urban Oasis - Minutes to NYC,176560540,Anna Kay,,Ward F (councilmember Jermaine D. Robinson),40.7108582,-74.0603478,Entire home/apt,124,1,37,2025-06-18,5.72,1,108,37,STR-006254-2024
50332003,Cozy Cute Apt Close to NYC,27553074,Ozgun,,Ward F (councilmember Jermaine D. Robinson),40.72291,-74.06645,Entire home/apt,100,2,41,2025-05-11,0.92,3,227,22,STR-003415-2025
50396826,Adorable Row House Garden-level Apartment,48773727,Andrea,,Ward F (councilmember Jermaine D. Robinson),40.718421936035156,-74.06903076171875,Entire home/apt,109,3,40,2025-06-10,1.24,1,235,29,STR-001317-2024
50540200,Lovely Studio in Jersey City close to NYC,83938761,Dileiny,,Ward F (councilmember Jermaine D. Robinson),40.71757,-74.06761,Entire home/apt,117,1,218,2025-06-17,4.47,1,241,30,Str-001995-2025
50545725,"Cozy 6 rooms unit with 1.5 baths
Sleep 6.",488632044,Sandy,,Ward A (councilmember Denise Ridley),40.6931,-74.09043,Entire home/apt,134,30,18,2022-10-01,0.38,1,358,0,
50658261,"Luxury 2BR: Prime Location, Smart Home, NYC Access",351852093,Edgar,,Ward A (councilmember Denise Ridley),40.69677,-74.10249,Entire home/apt,180,2,93,2025-06-20,1.93,1,327,31,Str-005161-2024
50867099,Downtown JC New 1 BR w/ Backyard,70316706,Jacquelyn,,Ward F (councilmember Jermaine D. Robinson),40.71956,-74.04773,Entire home/apt,200,2,65,2025-06-15,3.27,1,61,37,STR-000060-2025
51027578,"private room with shared bath, steps to Manhattan",35118978,Cyaline,,Ward F (councilmember Jermaine D. Robinson),40.71054,-74.07288,Private room,66,28,14,2023-08-31,0.30,1,337,0,
51061074,The pinky room near NYC EWR 溫馨小粉屋,60129986,Letao,,Ward A (councilmember Denise Ridley),40.69504,-74.09554,Private room,34,28,26,2023-03-18,0.60,2,342,0,
51086394,Modern and Comfortable 1 Bedroom Garden Apartment,23500331,,,Ward F (councilmember Jermaine D. Robinson),40.71312,-74.05988,Entire home/apt,,3,29,2024-01-02,0.84,2,0,0,STR-003476-2024
51277757,NEW Beautiful Jersey City Mid-Century Apt near NYC,301748017,Matthew,,Ward C (councilmember Richard Boggiano),40.7289,-74.06409,Entire home/apt,282,28,56,2025-02-08,1.24,1,346,8,
51335344,134-1CL Private Bedroom Bus 2 NYC Journal SQ Path,443343607,,,Ward D (councilmember Michael Yun),40.74687,-74.05941,Private room,41,28,5,2023-10-28,0.11,35,309,0,
51450133,Very posh 1 bed room apartment -Close to Manhattan,252866861,Urban,,Ward E (councilmember James Solomon),40.7272,-74.04057,Entire home/apt,240,29,2,2025-01-08,0.08,4,365,1,
51510428,Family Getaway 3 BR/1BA Queen Beds Close to NYC,327546875,Amy,,Ward A (councilmember Denise Ridley),40.69991,-74.07805,Entire home/apt,184,28,68,2025-05-04,1.46,3,309,12,Exempt
51582920,Basecamp one bedroom + 1 parking spot,18198220,Susan,,Ward E (councilmember James Solomon),40.72233,-74.04893,Entire home/apt,174,29,12,2025-06-20,0.27,2,268,3,
51685876,"Fresh 2 bed 1 bath apt parking W/D, 20 min to NYC!",63297307,Anna,,Ward D (councilmember Michael Yun),40.75112,-74.04143,Entire home/apt,218,1,54,2025-05-26,1.25,6,170,3,STR-000003-2025
51801204,Luxury 1 Bed Room Apt  Reach Manhattan in minutes,364367885,Cozy Home,,Ward E (councilmember James Solomon),40.7269,-74.04035,Entire home/apt,185,30,1,2022-12-15,0.03,3,364,0,
51909087,Lovely room for rent with private bathroom,178535875,Deepti,,Ward C (councilmember Richard Boggiano),40.73070539528333,-74.05836650128757,Private room,102,1,82,2025-06-15,1.81,21,188,21,Exempt
52128842,Historical Downtown Jersey City apartment near NYC,160319145,,,Ward E (councilmember James Solomon),40.72529,-74.04514,Entire home/apt,141,1,141,2025-06-12,3.79,1,230,38,STR-006023-2024
52208070,Beautiful 1bd apartment with full bath & Kitchen.,219261323,Muhammad,,Ward A (councilmember Denise Ridley),40.69963,-74.09815,Entire home/apt,97,28,86,2025-03-19,2.00,1,88,23,
52248331,Rejuvenate Retreat w/Hot Tub near NYC,38078874,Sammi (Xiao),,Ward F (councilmember Jermaine D. Robinson),40.71541,-74.0766,Entire home/apt,249,2,51,2025-05-13,1.12,4,265,11,STR-005875-2024
52318257,"Lovely 1 bdr garden apt, grill, private entrance",63297307,Anna,,Ward D (councilmember Michael Yun),40.74975,-74.04131,Entire home/apt,116,1,126,2025-06-05,2.76,6,264,28,STR-000005-2025
52383027,"Jersey City, 2BR Apt B, 8 mins to NYC",424000645,Lam,,Ward E (councilmember James Solomon),40.71807,-74.04263,Entire home/apt,,30,14,2024-10-07,0.32,5,0,2,
52437754,Modern 1 bedroom apartment,52586141,Lance,,Ward F (councilmember Jermaine D. Robinson),40.70212,-74.07828,Entire home/apt,157,30,8,2025-03-29,0.20,2,229,2,
52440854,20 mts to Manhattan upscale WTC  views Jersey City,364367885,Cozy Home,,Ward E (councilmember James Solomon),40.72659,-74.0411,Entire home/apt,150,30,0,,,3,334,0,
52446142,Modern Clean 3 BR/1BA w/ Queen Beds Close to NYC,327546875,Amy,,Ward F (councilmember Jermaine D. Robinson),40.70121,-74.07786,Entire home/apt,145,28,49,2024-05-12,1.09,3,263,0,Exempt
52469017,Jersey City Apt Pal-1A 30 mins to NYC,424000645,Lam,,Ward D (councilmember Michael Yun),40.741,-74.04491,Entire home/apt,,30,15,2024-07-03,0.35,5,0,1,
52469062,Jersey City 1.5BR Apt A 8 mins to NYC,424000645,Lam,,Ward E (councilmember James Solomon),40.718552,-74.042931,Entire home/apt,,30,20,2024-11-12,0.47,5,0,1,
52469947,"Jersey City, 2BR Apt C, 8 mins to NYC",424000645,Lam,,Ward E (councilmember James Solomon),40.71936,-74.04216,Entire home/apt,,30,12,2024-07-17,0.28,5,0,1,
52484451,Downtown 1Br1Ba renovated walk to PATH by Jennstay,248430196,Jenny,,Ward E (councilmember James Solomon),40.72346,-74.04999,Entire home/apt,129,28,23,2025-04-30,0.52,3,327,5,
52564407,New Luxury 1Bdr Apt.Free Parking &Private Backyard,5089677,Faria,,Ward C (councilmember Richard Boggiano),40.73259,-74.07098,Entire home/apt,131,28,74,2025-06-12,1.71,1,237,60,
52582688,303 Private room W/ private Bath - 10 mins to NYC.,1513389,Lik,,Ward C (councilmember Richard Boggiano),40.73334,-74.06677,Private room,100,5,7,2025-05-08,0.23,5,356,4,Exempt
52596768,Charming 2-bedroom in the heart of Jersey City,42990533,Johanna,,Ward E (councilmember James Solomon),40.724163,-74.046257,Entire home/apt,218,2,158,2025-06-04,3.50,1,248,32,STR-001451-2023
52666655,RARE Multi-Floor downtown brownstone! ! Near PATH,40620424,Ki,,Ward E (councilmember James Solomon),40.71737,-74.04762,Entire home/apt,4095,28,12,2023-12-13,0.28,1,179,0,
52721208,Downtown 4Br2Ba renovated walk to PATH by Jennstay,248430196,Jenny,,Ward E (councilmember James Solomon),40.72523,-74.04848,Entire home/apt,229,28,15,2025-05-29,0.35,3,328,3,
52813921,"Sleeps10 - Near MetLife Stadium, NYC, Ports, WTC",427574185,Jennie And Erwin,,Ward A (councilmember Denise Ridley),40.68913,-74.09565,Entire home/apt,218,1,111,2025-06-22,2.57,1,352,18,STR-005555-2024
52829126,"Beautiful 3-Bedroom Apt Home, Jersey City",427714290,Richard,,Ward E (councilmember James Solomon),40.73407,-74.03978,Entire home/apt,289,2,123,2025-06-22,2.90,1,274,33,STR-006133-2024
53067391,Posh 1 bd room  City Views 5 Star Amenities,252866861,Urban,,Ward E (councilmember James Solomon),40.72652,-74.03947,Entire home/apt,260,30,1,2021-12-12,0.02,4,364,0,
53112982,Attractive Luxury Studio Spa Mins Frm NYC EWR+Path,429970523,Tai,,Ward F (councilmember Jermaine D. Robinson),40.72376,-74.07007,Entire home/apt,153,28,22,2025-01-03,0.50,1,358,2,
53114882,Private Cozy room Fast WIFI heart of JC min to NYc,1410306,Eugene,,Ward D (councilmember Michael Yun),40.7536,-74.04425,Private room,40,28,16,2025-03-02,0.38,31,86,4,
53165971,1BR1BA Apt walk to train w Backyard Laundry,148995953,Carolyn,,Ward A (councilmember Denise Ridley),40.70931,-74.08831,Entire home/apt,95,28,8,2025-05-12,0.23,3,321,2,
53218953,Private & Cozy Apt Near NYC with FREE Parking spot,23104468,Aurelie Sandy,,Ward D (councilmember Michael Yun),40.75385,-74.04819,Entire home/apt,114,1,123,2025-05-30,2.86,1,136,38,STR-006011-2024
53229396,Tranquil Home 1BR 1BA Near NYC American Dream,38078874,Sammi (Xiao),,Ward F (councilmember Jermaine D. Robinson),40.71482,-74.0784,Entire home/apt,184,1,74,2025-06-01,1.71,4,73,20,STR-005875-2024
